@relation 'Leukemia-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R61,131,202,204,294,349,395,408,492,548,614,671,675,876,893,895,914,955,1049,1103,1376,1380,1425,1494,1581,1685,1696,1736,1794,1872,1892,1894,2069,2145,2168,2259,2584,2675,2690,2713,2715,2751,2846,2861,2880,2935,2972,2980,3058,3085,3128,3193,3196,3229,3240,3256,3283,3295,3302,3356,3390,3410,3454,3542,3581,3583,3698,3735,3792,3823,3856,3882,4012,4031,4050,4094,4112,4159,4168,4328,4361,4438,4539,4557,4561,4592,4601,4719,4721,4958,4994,5038,5078,5080,5124,5144,5149-5150,5214,5222,5276,5296,5387,5395,5439,5541,5544,5548,5656,5691-5692,5784,5862,5940,5950,5995,6000,6126,6187,6352,6404,6420,6427,6485,6506,6557,6579,6685,6694,6780,6830,6988,7002,7024,7064,7077,7130'

@attribute AB000114_at numeric
@attribute AF002700_at numeric
@attribute D13630_at numeric
@attribute D13634_at numeric
@attribute D25215_at numeric
@attribute D29958_at numeric
@attribute D38503_at numeric
@attribute D38751_at numeric
@attribute D50920_at numeric
@attribute D70830_at numeric
@attribute D83657_at numeric
@attribute D86970_at numeric
@attribute D86975_at numeric
@attribute HG2810-HT2921_at numeric
@attribute HG315-HT315_at numeric
@attribute HG3175-HT3352_at numeric
@attribute HG3400-HT3579_at numeric
@attribute HG3985-HT4255_at numeric
@attribute J00124_at numeric
@attribute J04101_at numeric
@attribute L19779_at numeric
@attribute L20010_at numeric
@attribute L25270_at numeric
@attribute L34820_at numeric
@attribute L40402_at numeric
@attribute M11722_at numeric
@attribute M13149_at numeric
@attribute M15656_at numeric
@attribute M20777_at numeric
@attribute M26880_at numeric
@attribute M28825_at numeric
@attribute M28827_at numeric
@attribute M59964_at numeric
@attribute M64098_at numeric
@attribute M65085_at numeric
@attribute M81757_at numeric
@attribute U01317_cds1_at numeric
@attribute U07695_at numeric
@attribute U08377_at numeric
@attribute U09564_at numeric
@attribute U09579_at numeric
@attribute U11870_rna1_at numeric
@attribute U17714_at numeric
@attribute U18288_at numeric
@attribute U19345_at numeric
@attribute U24152_at numeric
@attribute U27193_at numeric
@attribute U28043_at numeric
@attribute U33017_at numeric
@attribute U34879_rna1_at numeric
@attribute U37689_at numeric
@attribute U42031_at numeric
@attribute U42387_at numeric
@attribute U44378_at numeric
@attribute U45973_at numeric
@attribute U46689_at numeric
@attribute U48296_at numeric
@attribute U49070_at numeric
@attribute U49250_at numeric
@attribute U51711_at numeric
@attribute U53446_at numeric
@attribute U56244_at numeric
@attribute U58970_at numeric
@attribute U64444_at numeric
@attribute U66580_at numeric
@attribute U66615_at numeric
@attribute U75679_at numeric
@attribute U78524_at numeric
@attribute U79300_at numeric
@attribute U81600_at numeric
@attribute U83411_at numeric
@attribute U86136_at numeric
@attribute V01512_rna1_at numeric
@attribute X02404_at numeric
@attribute X03934_at numeric
@attribute X06745_at numeric
@attribute X07948_at numeric
@attribute X15187_at numeric
@attribute X15525_rna1_at numeric
@attribute X59417_at numeric
@attribute X61100_rna1_at numeric
@attribute X66401_cds1_at numeric
@attribute X74331_at numeric
@attribute X75546_at numeric
@attribute X75917_at numeric
@attribute X77533_at numeric
@attribute X78121_at numeric
@attribute X85133_at numeric
@attribute X85178_at numeric
@attribute Y07829_xpt3_at numeric
@attribute Y09858_at numeric
@attribute Y12556_at numeric
@attribute Z22534_at numeric
@attribute Z22536_at numeric
@attribute Z33905_at numeric
@attribute Z46788_at numeric
@attribute Z47553_at numeric
@attribute Z47727_at numeric
@attribute Z81326_at numeric
@attribute Z83804_at numeric
@attribute HG3859-HT4129_at numeric
@attribute L06133_at numeric
@attribute U17838_at numeric
@attribute U22815_at numeric
@attribute U96131_at numeric
@attribute Y00097_s_at numeric
@attribute X15331_s_at numeric
@attribute D10326_s_at numeric
@attribute D55643_s_at numeric
@attribute D89377_at numeric
@attribute D89377_s_at numeric
@attribute M58569_s_at numeric
@attribute U10687_s_at numeric
@attribute J02683_s_at numeric
@attribute M29610_s_at numeric
@attribute X52979_rna1_s_at numeric
@attribute J05016_rna1_s_at numeric
@attribute L40386_s_at numeric
@attribute M27396_s_at numeric
@attribute Z26491_s_at numeric
@attribute X59303_s_at numeric
@attribute S68134_s_at numeric
@attribute U24056_s_at numeric
@attribute U29943_s_at numeric
@attribute U22431_s_at numeric
@attribute U40846_s_at numeric
@attribute U52077_s_at numeric
@attribute X89101_s_at numeric
@attribute X86428_s_at numeric
@attribute U34301_r_at numeric
@attribute J00146_at numeric
@attribute U18934_at numeric
@attribute X12953_at numeric
@attribute U22028_at numeric
@attribute L76568_xpt3_f_at numeric
@attribute U03735_f_at numeric
@attribute CLASS {ALL,AML}

@data
0.219089,0.111434,0.235492,0.591912,0.574144,0.793144,0.514286,0.96251,0.546194,0.762257,0.100462,0.060737,0.179856,0.077226,0.339744,0.189992,0.874206,0.409763,0.339181,0.835943,0.036292,0.540317,0.626357,0.571429,0.596491,0.082172,0.244681,0.479125,0.358578,0.624106,0.121974,0.324629,0.632546,0.50036,0.417204,0.476904,0.646238,0.242202,0.72315,0.183883,0.122807,0.528246,0.875,0.405941,0.451902,0.287698,0.410372,0.623431,0.607181,0.510373,0.351989,0.161105,0.652672,0.415094,0.567155,0.554753,0.280643,0.474956,0.381016,0.372372,0.167785,0.137895,0.421854,0.505988,0.620438,0.451706,0.460072,0.958199,0.492537,0.500541,0.659349,0.413357,0.075739,0.367213,0.628918,0.129371,0.4387,0.443399,0.368421,0.615517,0.301754,0.000531,0.438163,0.626575,0.384824,0.715881,0.641243,0.480702,0.717836,0.782042,0.171706,0.722509,0.764045,0.313485,0.527313,0.215881,0.501718,0.411622,0.165175,0.172566,0.690236,0.548485,0.512846,0.596296,0.357934,0.50276,0.428832,0.702373,0.324272,0.725322,0.216617,0.385965,0.458824,0.469388,0.02303,0.70307,0.079007,0.18791,0.524467,0.023617,0.536534,0.279245,0.178744,0.541538,0.239502,0.416851,0.288786,0.2,0.59984,0.526235,0.725309,0.539216,0.448276,0.739109,0.22759,0.551081,ALL
0.4859,0.315891,0.104556,0.275735,0.608365,0.63357,0.474286,0.633512,0.353289,0.758557,0.165794,0.089172,0.316547,0.018125,0.394872,0.407125,0.836086,0.457101,0.612086,0.672353,0.51732,0.018413,0.5848,0.134921,0.752193,0.213791,0.425532,0.775348,0.562597,0.245403,0.069475,0.585757,0.624672,0.352052,0.402151,0.648747,0.643204,0.31682,0.343675,0.081319,0.222039,0.369673,0.3025,0.425743,0.136465,0.142857,0.466742,0.51325,0.580781,0.614108,0.291976,0.129424,0.706107,0.175202,0.454488,0.737665,0.104488,0.269299,0.235294,0.438438,0.127517,0.276842,0.1,0.108383,0.79562,0.07461,0.268176,0.34298,0.641791,0,0.770628,0.314079,0.13147,0.455738,0.020117,0.195804,0.146233,0.247099,0.271255,0.071374,0.212281,0.158355,0.060071,0.449026,0.680217,0.57072,0.680791,0.482456,0.77193,0.778421,0.204104,0.664207,0.792135,0.211909,0.499443,0.46402,0.316151,0.267958,0.231896,0.311947,0.47138,0.533333,0.449605,0.333333,0.031365,0.035701,0.416971,0.641062,0.452427,0.755365,0.501484,0.526316,0.421569,0.327098,0.030587,0.031454,0.036682,0.095733,0.36261,0.088668,0.443981,0.266038,0.125604,0.504615,0.259345,0.146341,0.052227,0.227815,0.583801,0.216049,0.475309,0.408497,0.043995,0.759639,0.219622,0.546169,ALL
0.544469,0.158915,0.209592,0.753676,1,0.807329,0.457143,0.738332,0.674797,0.750231,0.08228,1,0.326139,0.092199,0.208974,0.35793,0.789708,0.383136,0.621832,0.671185,0.18112,0.582222,0.924373,0.071429,0.776316,0.801258,0.172872,0.762757,0.369397,0.338611,0.06806,0.424332,0.598425,0.275018,0.380645,0.438909,0.45085,0.84526,0.634845,0.687912,0.434211,0.249752,0.1,0.215842,0.196868,0.166667,0.331454,0.672245,0.435058,0.780083,0.405934,0.171891,0.98855,0.784367,0.332272,0.820698,0.689886,0.540955,0.342246,0.384384,0.543624,0.226316,0.434437,0.247904,0.525547,0.277617,0.839094,0.391211,0.721393,0.27868,0.798637,0.323105,0.413204,0.213115,0.021913,1,0.146233,0.502038,0.524291,0.730365,0.407018,0.649072,1,0.489118,0.726287,0.585608,0.641243,0.321053,0.831871,0.805214,0.274298,0.580812,0.84691,0.088441,0.829431,0.359801,0.243986,0.455206,0.218063,0.159292,0.52862,1,0.710474,0.507407,0.444649,0.13986,0.718522,0.734555,0.390291,0.566524,0.136499,0.644737,0.219608,0.450019,0.061893,0.437594,0.206546,0.039387,0.429109,0.354879,0.548365,0.260377,0.203865,0.504615,0.437933,0.337029,0.348694,0.143709,0.693665,0.516975,0.459877,0.362745,0.353151,0.791688,0.327689,0.486248,ALL
0.607375,0.232558,0.2,0.360294,0.473384,1,0.542857,0.682479,0.441242,0.635523,0.131279,0.063239,0.510791,0.08747,0.394872,0.357082,0.841169,0.295858,0.321637,0.67469,0.016518,0.373016,0.592288,0.449735,0.614035,0.040529,0.590426,0.457919,0.703246,0.221144,0.094467,0.350742,0.622047,0.528438,0.360215,0.624704,0.414442,0.249541,0.548926,0.646154,0.092654,0.201189,0.6925,0.330693,0.277405,0.232639,0.405862,0.478382,0.837381,0.79668,0.526635,0.38153,0.492366,0.366577,0.67282,0.541516,0.171467,0.467885,0.40107,0.459459,0.14094,0.327368,0.466225,0.326347,0.481752,0.428571,0.412396,0.543408,0.626866,0.356061,0.663134,0.18231,0.054273,0.439344,0.484149,0.314685,0.503693,0.06397,0.536437,0.158322,0.549123,0.437135,0.766784,0.546392,0.439024,0.652605,0.655367,0.759649,0.612573,0.748733,0.362851,0.63321,0.827247,0.348511,0.569677,0.320099,0.484536,0.582728,0.26607,0.20354,0.299663,0.418182,0.480237,0.518519,0.356089,0.682002,0.135036,0.502701,0.413592,0.922747,0.252226,0.614035,0.423529,0.309429,0.075207,0.399346,0.100451,0.08233,0.562108,0.155583,0.941545,0.266038,0.312077,0.8,0.137517,0.461197,0.258065,0.287417,0.805132,0.725309,0.626543,0.261438,0.20214,0.795694,0.378984,0.55501,ALL
0.550976,0.099806,0.148201,0.404412,0.775665,0.822695,0.542857,0.787299,0.453067,0.749306,0.077042,0.478844,0.786571,0.070134,0.265385,0.25106,0.773825,0.551775,0.649123,0.672821,0.112957,0.466984,0.803444,0.31746,0.690789,0.519309,0.297872,0.861498,0.584235,0.248383,0.049356,0.367359,0.808399,0.7473,0.158065,0.846918,0.470267,0.391437,0.610979,0.427106,0.316338,0.343905,0.295,0.588119,0.331096,0.374504,0.307779,0.331939,0.794087,0.892116,0.685098,0.24368,0.977099,0.698113,0.783577,0.805054,0.401875,0.7802,0.204545,0.600601,0.060403,0.226316,0.543046,0.313174,0.510949,0.157316,0.672229,0.734191,0.825871,0.070887,0.823618,0.391697,0.43548,0.413115,0.047777,0.488345,0.33678,0.450925,0.365385,0.686891,0.445614,1,0.515901,0.367698,0.615176,0.780397,0.612994,0.65614,0.760234,0.824041,0.209503,0.812546,0.821629,0.090193,0.693423,0.37469,0.271478,0.672316,0.205858,0.252212,0.434343,0.524242,0.633399,0.644444,0.232472,0.263158,0.449361,0.66972,0.396117,0.658083,0.364985,0.548246,0.358824,0.462018,0.030946,0.500503,0.11456,0.096554,0.378921,0.394241,0.350731,0.243396,0.076329,0.667692,0.331795,0.370288,0.379416,0.224503,0.595028,0.623457,0.348765,0.392157,0.714625,0.741612,0.522908,0.452849,ALL
0.498915,0.094961,0.145803,0.073529,0.032319,0.63948,0.742857,0.690895,0.316334,0.616096,0.053313,0.149227,0.786571,0.092987,0.415385,0.489398,0.782719,0.389053,0.961014,0.76186,0.126123,0.158095,0.488207,0.550265,0.692982,0.565093,0.523936,0.455931,0.579598,0.296476,0.06083,0.312166,0.658793,0.154788,0.268817,1,0.449029,0.346177,0.46778,0.19707,0.055921,0.676908,0.2225,0.215842,0.205817,0.317956,0.366404,0.553696,0.519535,0.19917,0.298719,0.232895,0.526718,0.256065,0.311903,0.577617,0.229069,0.513848,0.450535,0.264264,0.310962,0.32,0.740397,0.264072,0.306569,0.363216,0.150179,0.412647,0.39801,0.573052,0.703255,0.370036,0.175456,0.413115,0.036372,0.4662,0.57164,0.251489,0.418016,0.571852,0.55614,0.348276,0.300353,0.693013,0.547425,0.478908,0.652542,0.126316,0.761696,0.751629,0.267819,0.568266,0.828652,0.446585,0.879599,0.317618,0.436426,0.416465,0.29048,0.400442,0.289562,0.572727,0.947628,0.611111,0.416974,0.252484,0.569343,0.70848,0.483495,0.738197,0.148368,0.495614,0.070588,0.304327,0.06729,0.159285,0.103273,0.140044,0.651192,0.367309,0.63048,0.296226,0.144928,0.363077,0.306414,0.485588,0.256528,0.280132,0.726544,0.308642,0.580247,0.5,0.464923,0.848773,0.083665,0.553045,ALL
0.670282,0.938953,0.121343,0.334559,0.526616,0.319149,0.685714,0.615914,0.675536,0.614246,0.010169,0.215878,0.611511,0.397163,0.203846,0.240034,0.857687,0.428994,0.709552,0.34237,0.235048,0.619365,0.266941,0.42328,0.239035,0.118322,0.340426,0.703777,0.007728,0.739275,0.066174,0.320475,0.543307,0.417567,1,0.486994,0.343447,0.576147,0.511933,0.359707,0.09841,0.153617,0.725,0.568317,0.932886,1,0.231116,0.292887,0.172122,0.713693,0.384356,0.649141,0.118321,0.897574,0.478039,0.592058,0.399196,0.711844,0.768717,0.102102,0.49217,0.901053,1,0.521557,0.667883,1,0.870083,0.562701,0.572139,0.858766,0.477668,1,0.309923,0.354098,0.569017,0.589744,0.661743,0.331138,0.369433,0.22511,0.784211,0.352255,0.75265,0.667812,0.406504,0.166253,0.610169,0.103509,0.337719,0.708907,0.389849,0,0.785112,1,0.627648,1,0.635739,0.560129,0.03987,0.095133,0.535354,0.8,0.926877,0.440741,0.98524,0.581524,1,0.017148,0.930097,0.712446,0.62908,0.166667,0.841176,0.355442,0.148615,0.574736,0.189616,0.175602,0.440402,1,0.586639,0.173585,0.516908,0.615385,0.413013,0.831486,0.569892,0.401987,0.256616,0.683642,0.67284,0.173203,1,0.479219,0.897908,0.535363,ALL
0.566161,0.266473,0.008153,0.088235,0.743346,0.761229,0.44,0.680949,0.322247,0.769658,0.06225,0.041856,0.340528,0.091411,0.435897,0.27905,0.83291,0.346154,0.298246,0.658565,0.02094,0.096508,0.40921,0.113757,0.877193,0.009316,0.444149,0.578529,0.486862,0.302094,0.076548,0.381602,0.724409,0.7509,0.344086,0.696279,0.425364,0.248318,0.350835,0.407326,0.173794,0.429138,0.2125,0.392079,0.387025,0.321925,0.393461,0.684798,0.79831,0.655602,0.465273,0.125379,0.633588,0.269542,0.309994,0.522262,0.206966,0.209193,0.423797,0.33033,0.10962,0.022105,0.619868,0.268263,0.372263,0.214575,0.35876,0.333333,0.641791,0.370671,0.868282,0.463899,0.064318,0.468852,0.019578,0.342657,0.342688,0.100031,0.302632,0.112173,0.34386,0.391777,0.551237,0.58992,0.479675,0.552109,0.737288,0.431579,0.790936,0.587256,0.296976,0.622878,0.81882,0.142732,0.789298,0.305211,0.24055,0.237288,0.199349,0.150442,0.579125,0.548485,0.52668,0.477778,0.129151,0.320206,0.454836,0.84825,0.306796,0.678112,0.228487,0.52193,0.458824,0.243481,0.037783,0.183442,0.066591,0.156729,0.654956,0.032111,0.29993,0.296226,0.26087,0.630769,0.149515,0.447894,0.184332,0.210596,0.687249,0.475309,0.58642,0.522876,0.085612,0.698047,0.238546,0.574656,ALL
0.548807,0.236434,0.006715,0.084559,0.678707,0.600473,0.662857,0.783474,0.44272,0.672525,0.070878,0.202229,0.407674,0.046493,0.258974,0.403732,0.843075,0.559172,0.136452,0.680065,0.02643,0.294603,0.487832,0.28836,0.649123,0.632057,0.430851,0.597747,0.561051,0.146663,0.04857,0.403561,0.721785,0.333333,0.169892,0.701088,0.537621,0.368807,0.350835,0.238095,0.153235,0.473736,0.2625,0.221782,0,0.220238,0.291995,0.387727,0.634636,0.697095,0.20971,0.220762,0.839695,0.183288,0.105665,0.755716,0.120563,0.22746,0.336898,0.324324,0.102908,0.065263,0.35298,0.172455,0.616788,0.092539,0.348033,0.255091,0.78607,0.299242,0.817562,0.243682,0.214581,0.567213,0.015896,0.32634,0.144756,0.2217,0.467611,0.60988,0.275439,0.507958,0.466431,0.558992,0.712737,0.542184,0.488701,0.426316,0.900585,0.705286,0.240821,0.464207,0.682584,0.309982,0.590858,0.263027,0.230241,0.154157,0.206672,0.460177,0.555556,0.560606,0.418972,0.388889,0.413284,0.169304,0.364964,0.699789,0.423301,0.749642,0.388724,0.649123,0.409804,0.203609,0.179561,0.103422,0.185102,0.090536,0.450439,0.176507,0.433542,0.079245,0.168116,0.369231,0.306876,0.456763,0.336406,0.227152,0.619086,0.62963,0.453704,0.379085,0.315101,0.771157,0.060259,0.462672,ALL
0.639913,0.368217,1,0.533088,0.576046,0.788416,0.765714,0.539403,1,0.544866,0.032049,0.957689,0.609113,0,0.234615,0.271416,0.714104,0.452663,0.536062,0.627483,0.277802,1,0.642082,0.439153,0.743421,0.890039,0.292553,0.440689,0.338485,1,0.011474,0.388724,0.553806,0.720662,0.141935,0.581428,0.53034,0.927829,0.952267,0.642491,0.057292,0.361744,0.6125,0.370297,0.501119,0.175595,0.277339,0.23152,0.555438,0.647303,0.55563,0.361645,0.232824,1,0.589433,0,1,1,0.513369,0.291291,0.722595,0.061053,0.70596,0.417964,0.354015,0.657606,0.787843,0.596999,0.587065,0.438312,0.425435,0.344765,0.510814,0.544262,0.031612,0.461538,0.553914,0.781123,0.531377,0.719473,1,0.675332,0.915194,0.674685,0.647696,0.558313,0.663842,0.415789,0.668129,0.798697,0.230022,0.769004,0.921348,0.507005,0.448161,0.238213,0.580756,0.618241,0.181448,0.227876,0.656566,0.915152,0.320158,0.625926,0.625461,0.431358,0.227646,0.552972,0.440777,0.765379,0.118694,0.561404,0.372549,0.675926,0.320619,0.840211,0.477991,0.13895,0.859473,0.796354,0.860125,0.345283,0.297585,0.553846,1,0.580931,1,0.523179,0.567763,0.78858,0.552469,0.343137,0.969084,0.817226,0.425797,0.508841,ALL
0.520607,0.149225,0.622542,0.294118,0.56654,0.735225,0.28,0.720735,0.473023,0.741906,0.069337,0.046406,0.501199,0.048069,0.141026,0.340119,0.999365,0.428994,0.132554,0.709745,0.106836,0.367937,0.457132,0.092593,0.844298,0.165778,0.220745,0.838304,0.199382,0.84508,0.061301,0.417804,0.853018,0.368611,0.343011,0.031373,0.484223,0.13945,0.548926,0.583883,0.117599,0.606541,0.375,0,0.055928,0.220734,0.408117,0.524407,0.973601,0.742739,0.348618,0.103809,0.992366,0.493261,0.352642,0.600481,0.730074,0.042428,0.167112,0.555556,0.234899,0.270526,0.431126,0.323353,0.748175,0.02834,0.733015,0.370847,0.537313,0.336039,0.796366,0.305054,0.45808,0.239344,0.015716,0.368298,0.531758,0.29884,0.397773,0.539557,0.612281,0.093899,0.420495,0.394044,0.663957,0.751861,0.627119,0.508772,1,0.796524,0.158747,0.785978,0.974719,0.170753,0.473802,0.461538,0.298969,0.19209,1,0.331858,0.777778,0.339394,0.713439,0.492593,0.057196,0.032389,0.212591,0.856942,0.479612,0.424893,0.21365,1,0.452941,0.387283,0.081324,0,0.095937,0.156455,0.666248,0.430081,0,0.188679,0.072464,0.418462,0.884172,0.13969,0.402458,0.121192,1,0.050926,0.611111,0.428105,0.208086,0.672509,0.676793,0.591356,ALL
0.516269,0.300388,0.149161,0.481618,0.486692,0.526005,0.691429,0.684009,0.362158,0.758557,0.04037,0.096224,0.52518,0.040977,0.535897,0.382528,0.724905,0.454142,0.350877,0.720729,0.112131,0.079048,0.509173,0.579365,0.440789,0.037503,0.537234,0.71438,0.380216,0.41871,0.144137,0.380415,0.71916,0.046796,0.405376,0.383336,0.46966,0.420183,0.581146,0.082784,0.319079,0.333003,0.3,0.441584,0.331096,0.186012,0.337091,0.478382,0.931362,0.651452,0.318274,0.172902,0.671756,0.264151,0.282623,0.576414,0.427997,0.27637,0.36631,0.387387,0.190157,0.356842,0.619205,0.422156,0.489051,0.206478,0.230036,0.475884,0.621891,0.298701,0.545042,0.306859,0.127015,0.183607,0.007364,0.079254,0.398818,0.124177,0.3583,0.057328,0.212281,0.044032,0.240283,0.597938,0.666667,0.476427,0.49435,0.44386,0.657895,0.733526,0.223542,0.533579,0.821629,0.422067,0.532887,0.513648,0.453608,0.363196,0.157852,0.245575,0.76431,0.409091,0.390316,0.292593,0.212177,0.094958,0.390511,0.755462,0.374757,0.712446,0.302671,0.407895,0.535294,0.201531,0.055056,0.052089,0.079571,0.113512,0.353827,0.002693,0.267919,0.184906,0.180676,0.575385,0.205353,0.299335,0.310292,0.23245,0.497995,0.384259,0.354938,0.428105,0.058264,0.686029,0.051295,0.153242,ALL
0.83731,0.405039,0.117506,0.448529,0.63308,0.604019,0.445714,0.925784,0.313378,0.757632,0.07735,0.059145,0.616307,0.050433,0.40641,0.501272,0.791614,0.27071,0.660819,0.744333,0.034543,0.40381,0.412205,0.706349,0.563596,0.084322,0.457447,0.385686,0.33694,0.258342,1,0.421958,0.598425,0.199424,0.249462,0.140233,0.442961,0.146177,0.5,0.171429,0.04057,0.313181,0.5175,0.451485,0.38255,0.279266,0.248027,0.762901,0.709609,0.755187,0.652731,0.092012,0.709924,0.237197,0.486951,0.56438,0.215673,0.606953,0.449198,0.561562,0.451902,0.174737,0.112583,0.422156,0.507299,0.135338,0.247914,0.499464,0.656716,0.031385,0.518547,0.395307,0.005994,0.704918,0.595689,0.334499,0.574594,0.118846,0.392713,0.223963,0.342105,0.061273,0.024735,0.691867,0.523035,0.621588,0.502825,0.275439,0.488304,0.724113,0.454644,0.616974,0.747191,0.246935,0.538462,0.406948,0.463918,0.46247,0.176566,0.287611,0.515152,0.781818,0.650198,0.433333,0.271218,0.447552,0.609945,0.594785,0.182524,0.69814,0.646884,0.346491,0.45098,0.329365,0.050738,0.40312,0.051919,1,0.40527,0.009737,0.437022,0.275472,0.135266,0.729231,0.125519,0.308204,0.327189,0.374172,0.586207,0.432099,0.524691,0.588235,0.128419,0.605909,0.204681,0.51277,ALL
0.386117,0.314922,0.36307,0.908088,0.686312,0.762411,0.337143,0.675593,0.429416,0.706753,0.04869,0.367379,0.083933,1,0.315385,0.480916,0.952986,0.467456,0.460039,0.714653,0.294661,0.468889,0.606514,0.534392,0.64693,0.149693,0.609043,0.554009,0.058733,0.292135,0.070575,0.402967,0.480315,0.511159,0.545161,0.757055,0.554005,0.284404,0.832936,0.52674,0.28591,0.479683,0.36,0.162376,0.263982,0.314484,0.356257,0.436541,0.671595,0.556017,0.827377,0.255477,0.660305,0.811321,0.1655,0.927798,0.380442,0.477313,0.081551,0.498498,0.505593,0.327368,0.654967,0.31018,0.540146,0.417582,0.721097,0.596999,0.507463,0.336039,0.773656,0.445848,0.277845,0.134426,0.018051,0.554779,0.314623,0.191283,0.388664,0.357443,0.475439,0.281432,0.55477,0.386025,0.601626,0.586849,0.596045,0.67193,0.587719,0.937726,0.213823,0.578598,0.928371,0.341506,0.516165,0.2134,0.989691,0.803067,0.061839,0.511062,0.700337,0.136364,0.65415,0.403704,0.664207,0.329407,0.568887,0.664083,0.417476,0.762518,0.462908,0.77193,0.278431,0.273621,0.033105,0.322597,0.177201,0.088348,0.461731,0.506319,0.544885,0.301887,0.180676,0.76,0.217813,0.385809,0.347158,0.162252,0.600642,0.41821,0.589506,0.473856,0.424495,0.724587,1,0.531434,ALL
0.793926,0.311047,0.074341,0.257353,0.671103,0.664303,0.194286,0.636572,0.443459,0.682701,0.036364,0.169927,0.268585,0.084318,0.182051,0.380831,0.740152,0.377219,0.467836,0.650853,0.533061,0.12127,0.574317,0.727513,0.653509,0.242217,0.31383,0.593771,0.451314,0.694757,0.121188,0.9727,0.566929,0.632829,0.369892,0.679016,0.612864,0.409786,0.657518,0.0337,0.288651,0.404361,0.4575,0.421782,0.181208,0.144345,0.204059,0.48675,0.50792,0.813278,0.397168,0.147624,0.561069,0.210243,0.683641,0.652226,0.401206,0.408957,0.427807,0.384384,0.154362,0.068421,0.591391,0.227545,0.879562,0,0.563766,0.339764,0.80597,0.412338,0.764572,0.471119,1,0.472131,0.031971,0.224942,0.450517,0.409846,0.298583,0.361074,0.27193,0.128912,0.134276,0.55441,0.447154,0.552109,0.612994,0.447368,0.760234,0.781318,0.25378,0.513653,0.724719,0.345884,1,0.168734,0.230241,0.436642,0.248169,0.30531,0.531987,0.272727,0.212451,0.392593,0.099631,0.133235,0.248175,0.728212,0.326214,0.862661,0.225519,0.592105,0.205882,0.208617,0.127024,0.228234,0.069977,0.139223,0.524467,0.199088,0.368824,0.277358,0.254106,0.461538,0.390401,0.405765,0.119816,0.491391,0.786688,0.719136,0.521605,0.611111,0,0.803205,0.083665,0.342829,ALL
0.557484,0.302326,0.034053,0.275735,0.454373,0.650118,0.76,0.705432,0.552106,0.951896,0.036672,0.350546,0.465228,0.111111,0.197436,0.381679,0.867853,0.488166,0.707602,0.410376,0.287276,0.308571,0.557844,0.489418,0.574561,0.454415,0.420213,0.667329,0.678516,0.63713,0.06303,0.332344,0.524934,0.516919,0.444086,0.442693,0.486044,0.482569,0.47852,0.096703,0.248629,0.43112,0.32,0.388119,0.129754,0.281746,0.366404,0.53696,0.331573,0.593361,0.262306,0.148972,0.70229,0.148248,0.291534,0.507822,0.421299,0.258692,0.493316,0.369369,0.315436,0.123158,0.630464,0.277246,0.510949,0.48583,0.212157,0.251876,0.61194,0.088203,0.825132,0.501805,0.605832,0.318033,0.022272,0.24359,0.465288,0.163688,0.296559,0.302217,0.252632,0.535544,0.34629,0.586483,0.468835,0.594293,0.581921,0.382456,0.890351,0.87328,0.138229,0.540959,0.804775,0.392294,0.691193,0.426799,0.560137,0.119451,0.176566,0.190265,0.646465,0.363636,0.467391,0.618519,0.284133,0.136548,0.372263,0.751468,0.601942,0.55794,0.418398,0.649123,0.431373,0.142857,0.055416,0.209864,0.187359,0.102024,0.361355,0.246944,0.380654,0.275472,0.228019,0.716923,0.450854,0.700665,0.238095,0.170861,0.603849,0.436728,0.435185,0.29085,0.191439,0.632449,0.448207,0.446955,ALL
0.64859,0.907946,0.226379,0.488971,0.091255,0.413712,0.874286,0.373374,0,0.259019,0.036364,0.227252,0.095923,0.210402,0.266667,1,0.449809,0.62426,1,0.683571,0.057183,0.239683,0.099214,0.84127,0.20614,0.218728,0.670213,0.547382,0.017002,0.224634,0.097454,0.076558,0.742782,0.38085,0.55914,0.13645,0.01699,0.296024,0.898568,0.207326,0.049068,0.361744,0.75,0.641584,0.41387,0.432044,0.086809,0.909344,0.116156,0.655602,0.434929,0.147624,0.206107,0.455526,0.701464,0.312876,0.180174,0.423689,0.425134,0,0.281879,0.398947,0.299338,0.09521,0.69708,0.259109,0.230036,0.202572,1,0.679654,0.57078,0.850181,0.131308,0.196721,0.041581,0.106061,0.511078,0.100659,0.291498,0.163482,0.442105,0.127321,0.706714,0.603666,0.249322,0.400744,0.330508,0.184211,0.26462,0,0,0.323985,1,0.516637,0.526198,0.779156,0.512027,0.286521,0.089504,0.345133,0.784512,0.706061,0.605731,0.314815,0.509225,0.188075,0.279653,0.12685,0.464078,0.712446,0.37092,0.135965,0.827451,0.149187,0.102195,0.073981,0.036682,0,0.363864,0.112285,0.48643,0.2,0.373913,0.624615,0.119059,0.638581,0.313364,0.264901,0,0.300926,0.361111,0.284314,0.219976,0.617426,0.079183,0.588409,ALL
